,time,application,angry,disgust,fear,happy,sad,surprise
320,2022_07_24_17_46_48,Electron,0.03,0.0,0.62,0.05,0.12,0.18
321,2022_07_24_17_46_48,Electron,0.02,0.0,0.5,0.02,0.41,0.05
322,2022_07_24_17_46_48,Electron,0.09,0.0,0.33,0.09,0.21,0.27
323,2022_07_24_17_46_49,Electron,0.05,0.0,0.48,0.04,0.02,0.4
324,2022_07_24_17_46_49,Electron,0.28,0.0,0.23,0.28,0.18,0.03
325,2022_07_24_17_46_49,Electron,0.28,0.02,0.17,0.28,0.18,0.06
326,2022_07_24_17_46_50,Electron,0.05,0.0,0.51,0.08,0.17,0.19
327,2022_07_24_17_46_55,Microsoft Edge,0.19,0.0,0.18,0.06,0.09,0.48
328,2022_07_24_17_46_56,Microsoft Edge,0.1,0.0,0.22,0.05,0.26,0.36
329,2022_07_24_17_46_56,Microsoft Edge,0.14,0.02,0.22,0.03,0.26,0.33
330,2022_07_24_17_46_57,Microsoft Edge,0.12,0.0,0.48,0.04,0.2,0.16
331,2022_07_24_17_46_57,Microsoft Edge,0.05,0.0,0.31,0.13,0.49,0.03
332,2022_07_24_17_46_58,Microsoft Edge,0.06,0.0,0.3,0.37,0.11,0.17
333,2022_07_24_17_54_25,zoom.us,0.11,0.0,0.34,0.11,0.22,0.23
334,2022_07_24_17_54_25,zoom.us,0.54,0.0,0.08,0.08,0.08,0.23
335,2022_07_24_17_54_26,zoom.us,0.41,0.0,0.15,0.05,0.05,0.33
336,2022_07_24_17_54_26,zoom.us,0.28,0.0,0.11,0.02,0.04,0.53
337,2022_07_24_17_54_27,zoom.us,0.5,0.0,0.19,0.06,0.13,0.13
338,2022_07_24_17_54_27,zoom.us,0.42,0.0,0.18,0.0,0.12,0.27
339,2022_07_24_17_54_27,Terminal,0.49,0.02,0.06,0.02,0.22,0.19
340,2022_07_24_17_54_28,Terminal,0.45,0.0,0.09,0.0,0.36,0.09
341,2022_07_24_17_54_28,Terminal,0.08,0.03,0.2,0.0,0.63,0.06
342,2022_07_24_17_54_28,Terminal,0.14,0.01,0.52,0.0,0.26,0.07
343,2022_07_24_17_54_28,Terminal,0.1,0.0,0.22,0.0,0.59,0.08
344,2022_07_24_17_54_29,Terminal,0.24,0.01,0.12,0.0,0.42,0.21
345,2022_07_24_17_54_29,Terminal,0.13,0.02,0.21,0.0,0.5,0.15
346,2022_07_24_17_54_30,Electron,0.22,0.02,0.22,0.0,0.37,0.16
347,2022_07_24_17_54_30,Electron,0.41,0.0,0.09,0.0,0.45,0.05
348,2022_07_24_17_54_30,Electron,0.34,0.0,0.12,0.03,0.31,0.19
349,2022_07_24_17_54_31,Electron,0.47,0.0,0.2,0.0,0.2,0.12
350,2022_07_24_17_54_31,Electron,0.25,0.0,0.43,0.0,0.1,0.22
351,2022_07_24_17_54_32,Electron,0.08,0.0,0.38,0.0,0.09,0.45
352,2022_07_24_17_54_32,Electron,0.12,0.0,0.33,0.02,0.31,0.21
353,2022_07_24_17_54_32,Electron,0.51,0.0,0.2,0.02,0.12,0.15
354,2022_07_24_17_54_35,Electron,0.52,0.0,0.24,0.05,0.14,0.05
355,2022_07_24_17_54_35,Electron,0.34,0.0,0.17,0.09,0.28,0.11
356,2022_07_24_17_54_35,Electron,0.36,0.0,0.31,0.02,0.17,0.14
357,2022_07_24_17_54_36,Electron,0.35,0.0,0.38,0.01,0.23,0.03
358,2022_07_24_17_54_36,Electron,0.26,0.0,0.39,0.06,0.19,0.1
359,2022_07_24_17_54_36,Electron,0.31,0.0,0.4,0.05,0.17,0.07
360,2022_07_24_17_54_37,Electron,0.35,0.0,0.38,0.02,0.18,0.07
361,2022_07_24_17_54_37,Electron,0.44,0.0,0.33,0.04,0.15,0.04
362,2022_07_24_17_54_39,Electron,0.56,0.0,0.08,0.04,0.12,0.2
363,2022_07_24_17_54_40,Electron,0.74,0.0,0.07,0.0,0.17,0.02
364,2022_07_24_17_54_40,Electron,0.61,0.0,0.26,0.0,0.13,0.0
365,2022_07_24_17_54_40,Electron,0.27,0.0,0.55,0.0,0.09,0.09
366,2022_07_24_17_54_41,Electron,0.19,0.0,0.57,0.03,0.08,0.11
367,2022_07_24_17_54_41,Electron,0.26,0.0,0.44,0.01,0.03,0.25
368,2022_07_24_17_54_41,Electron,0.14,0.0,0.61,0.02,0.05,0.18
369,2022_07_24_17_54_42,Electron,0.15,0.0,0.32,0.1,0.02,0.41
370,2022_07_24_17_54_42,Electron,0.24,0.0,0.23,0.01,0.05,0.47
371,2022_07_24_17_54_42,Electron,0.34,0.0,0.27,0.02,0.16,0.21
372,2022_07_24_17_54_43,Electron,0.41,0.0,0.24,0.03,0.1,0.21
373,2022_07_24_17_54_43,Electron,0.43,0.0,0.14,0.03,0.16,0.24
374,2022_07_24_17_54_43,Electron,0.59,0.0,0.11,0.0,0.22,0.09
375,2022_07_24_17_54_44,Electron,0.57,0.0,0.12,0.04,0.23,0.04
376,2022_07_24_17_54_44,Electron,0.7,0.0,0.1,0.03,0.07,0.1
377,2022_07_24_17_54_44,Code,0.67,0.0,0.1,0.0,0.13,0.1
378,2022_07_24_17_54_45,Code,0.69,0.0,0.07,0.03,0.07,0.14
379,2022_07_24_17_54_45,Stocks,0.69,0.0,0.12,0.0,0.15,0.04
380,2022_07_24_17_54_46,Stocks,0.68,0.0,0.09,0.05,0.09,0.09
381,2022_07_24_17_54_46,Stocks,0.35,0.0,0.45,0.0,0.05,0.15
382,2022_07_24_17_54_47,Stocks,0.33,0.0,0.33,0.0,0.33,0.0
383,2022_07_24_17_54_47,Stocks,0.2,0.0,0.5,0.02,0.04,0.24
384,2022_07_24_17_54_48,Stocks,0.0,0.0,0.33,0.33,0.0,0.33
385,2022_07_24_17_54_48,Stocks,0.01,0.0,0.01,0.2,0.01,0.76
386,2022_07_24_17_54_49,Stocks,0.08,0.0,0.01,0.89,0.02,0.0
387,2022_07_24_17_54_50,Stocks,0.04,0.0,0.1,0.54,0.31,0.01
388,2022_07_24_17_54_50,Stocks,0.01,0.0,0.01,0.96,0.01,0.01
389,2022_07_24_17_54_51,Stocks,0.25,0.0,0.04,0.46,0.23,0.04
390,2022_07_24_17_54_51,Stocks,0.36,0.0,0.09,0.13,0.38,0.04
391,2022_07_24_17_54_52,Stocks,0.34,0.0,0.14,0.1,0.38,0.03
392,2022_07_24_17_54_52,Stocks,0.24,0.02,0.18,0.02,0.53,0.02
393,2022_07_24_17_54_52,Stocks,0.38,0.0,0.15,0.08,0.15,0.23
394,2022_07_24_17_54_53,Stocks,0.24,0.0,0.44,0.04,0.08,0.2
395,2022_07_24_17_54_53,Stocks,0.28,0.01,0.25,0.0,0.37,0.07
396,2022_07_24_17_54_53,Stocks,0.15,0.01,0.24,0.0,0.55,0.05
397,2022_07_24_17_54_53,Stocks,0.18,0.01,0.25,0.0,0.49,0.06
398,2022_07_24_17_54_54,Stocks,0.42,0.0,0.17,0.03,0.33,0.06
399,2022_07_24_17_54_54,Stocks,0.32,0.0,0.21,0.04,0.11,0.32
400,2022_07_24_17_54_55,Stocks,0.28,0.0,0.28,0.0,0.19,0.24
401,2022_07_24_17_54_55,Stocks,0.53,0.0,0.11,0.0,0.21,0.16
402,2022_07_24_17_54_55,Stocks,0.49,0.0,0.12,0.0,0.2,0.2
403,2022_07_24_17_54_55,Stocks,0.38,0.0,0.12,0.0,0.23,0.27
404,2022_07_24_17_54_56,Stocks,0.61,0.02,0.08,0.0,0.23,0.08
405,2022_07_24_17_54_56,Stocks,0.46,0.0,0.08,0.0,0.14,0.32
406,2022_07_24_17_54_57,Stocks,0.64,0.0,0.06,0.0,0.2,0.1
407,2022_07_24_17_54_57,Stocks,0.53,0.02,0.1,0.0,0.28,0.06
408,2022_07_24_17_54_57,Stocks,0.69,0.0,0.1,0.0,0.1,0.1
409,2022_07_24_17_54_58,Stocks,0.56,0.0,0.11,0.0,0.28,0.06
410,2022_07_24_17_54_58,Stocks,0.3,0.0,0.3,0.0,0.35,0.05
411,2022_07_24_17_54_58,Stocks,0.33,0.0,0.33,0.0,0.33,0.0
412,2022_07_24_17_54_59,Stocks,0.0,0.0,0.25,0.0,0.75,0.0
413,2022_07_24_17_54_59,Stocks,0.21,0.0,0.21,0.11,0.11,0.37
414,2022_07_24_17_54_59,Stocks,0.33,0.0,0.07,0.13,0.13,0.33
415,2022_07_24_17_55_00,Stocks,0.38,0.0,0.19,0.03,0.09,0.31
416,2022_07_24_17_55_01,Stocks,0.19,0.15,0.37,0.02,0.25,0.02
417,2022_07_24_17_55_01,Stocks,0.36,0.0,0.27,0.09,0.27,0.0
418,2022_07_24_17_55_01,Stocks,0.0,0.0,0.2,0.2,0.6,0.0
419,2022_07_24_17_55_02,Stocks,0.0,0.0,0.0,0.33,0.5,0.17
420,2022_07_24_17_55_02,Stocks,0.09,0.0,0.27,0.5,0.11,0.04
421,2022_07_24_17_55_03,Stocks,0.04,0.0,0.12,0.03,0.8,0.0
422,2022_07_24_17_55_06,Stocks,0.12,0.0,0.12,0.0,0.75,0.0
423,2022_07_24_17_55_06,Stocks,0.14,0.0,0.28,0.0,0.43,0.14
424,2022_07_24_17_55_06,Stocks,0.0,0.0,0.0,0.0,0.0,0.0
425,2022_07_24_17_55_07,Stocks,0.25,0.0,0.08,0.17,0.5,0.0
426,2022_07_24_17_55_07,Stocks,0.1,0.0,0.19,0.0,0.71,0.0
427,2022_07_24_17_55_07,Stocks,0.08,0.0,0.61,0.0,0.26,0.05
428,2022_07_24_17_55_09,Stocks,0.16,0.0,0.51,0.01,0.21,0.1
429,2022_07_24_17_55_10,Stocks,0.0,0.0,0.17,0.0,0.83,0.0
430,2022_07_24_17_55_10,Stocks,0.28,0.0,0.38,0.05,0.24,0.05
431,2022_07_24_17_55_10,Stocks,0.15,0.0,0.31,0.08,0.23,0.23
432,2022_07_24_17_55_11,Stocks,0.21,0.0,0.56,0.0,0.14,0.07
433,2022_07_24_17_55_11,Stocks,0.14,0.0,0.36,0.0,0.5,0.0
434,2022_07_24_17_55_11,Stocks,0.0,0.0,0.28,0.0,0.71,0.0
435,2022_07_24_17_55_12,Stocks,0.17,0.0,0.33,0.17,0.33,0.0
436,2022_07_24_17_55_12,Stocks,0.2,0.0,0.44,0.04,0.2,0.12
437,2022_07_24_17_55_12,Stocks,0.53,0.0,0.15,0.14,0.17,0.01
438,2022_07_24_17_55_13,Stocks,0.19,0.0,0.12,0.05,0.61,0.02
439,2022_07_24_17_55_15,Stocks,0.54,0.0,0.07,0.1,0.28,0.0
440,2022_07_24_17_55_15,Stocks,0.19,0.01,0.12,0.2,0.48,0.0
441,2022_07_24_17_55_16,Stocks,0.12,0.02,0.53,0.04,0.2,0.08
442,2022_07_24_17_55_17,Stocks,0.11,0.0,0.33,0.22,0.33,0.0
443,2022_07_24_17_55_17,Stocks,0.14,0.0,0.43,0.14,0.28,0.0
444,2022_07_24_17_55_17,Stocks,0.12,0.0,0.25,0.12,0.38,0.12
445,2022_07_24_17_55_18,Stocks,0.07,0.0,0.31,0.02,0.1,0.5
446,2022_07_24_17_55_18,Stocks,0.0,0.0,0.0,0.0,1.0,0.0
447,2022_07_24_17_55_18,Stocks,0.25,0.0,0.5,0.0,0.25,0.0
448,2022_07_24_17_55_19,Stocks,0.2,0.0,0.4,0.0,0.4,0.0
449,2022_07_24_17_55_19,Stocks,0.0,0.0,0.33,0.0,0.33,0.33
450,2022_07_24_17_55_19,Stocks,0.22,0.0,0.56,0.0,0.11,0.11
451,2022_07_24_17_55_19,Stocks,0.14,0.0,0.43,0.14,0.14,0.14
452,2022_07_24_17_55_20,Stocks,0.4,0.0,0.4,0.0,0.2,0.0
453,2022_07_24_17_55_20,Stocks,0.41,0.0,0.18,0.12,0.28,0.0
454,2022_07_24_17_55_21,Stocks,0.5,0.02,0.07,0.0,0.4,0.02
455,2022_07_24_17_55_21,zoom.us,0.71,0.02,0.05,0.0,0.21,0.02
456,2022_07_24_17_55_22,zoom.us,0.69,0.02,0.06,0.02,0.22,0.0
457,2022_07_24_17_55_22,zoom.us,0.59,0.03,0.1,0.0,0.27,0.02
458,2022_07_24_17_55_22,zoom.us,0.61,0.05,0.09,0.0,0.23,0.02
459,2022_07_24_17_55_23,zoom.us,0.71,0.0,0.13,0.01,0.05,0.09
460,2022_07_24_17_55_23,zoom.us,0.46,0.0,0.22,0.03,0.07,0.22
461,2022_07_24_17_55_24,zoom.us,0.54,0.0,0.21,0.0,0.17,0.08
462,2022_07_24_17_55_24,zoom.us,0.65,0.0,0.12,0.0,0.18,0.06
463,2022_07_24_17_55_24,zoom.us,0.33,0.0,0.33,0.0,0.33,0.0
464,2022_07_24_17_55_25,zoom.us,0.35,0.0,0.18,0.0,0.41,0.06
465,2022_07_24_17_55_25,zoom.us,0.33,0.02,0.2,0.0,0.39,0.06
466,2022_07_24_17_55_26,zoom.us,0.44,0.03,0.19,0.0,0.31,0.03
467,2022_07_24_17_55_27,zoom.us,0.09,0.0,0.27,0.05,0.59,0.0
468,2022_07_24_17_55_27,zoom.us,0.12,0.0,0.5,0.0,0.38,0.0
469,2022_07_24_17_55_27,zoom.us,0.16,0.0,0.42,0.0,0.16,0.26
470,2022_07_24_17_55_28,zoom.us,0.07,0.0,0.43,0.0,0.14,0.36
471,2022_07_24_17_55_28,zoom.us,0.07,0.0,0.36,0.0,0.14,0.43
472,2022_07_24_17_55_28,zoom.us,0.0,0.0,0.12,0.0,0.0,0.88
473,2022_07_24_17_55_29,zoom.us,0.0,0.0,0.13,0.07,0.0,0.8
474,2022_07_24_17_55_29,zoom.us,0.0,0.0,0.14,0.14,0.14,0.56
475,2022_07_24_17_55_29,zoom.us,0.23,0.0,0.38,0.08,0.15,0.15
476,2022_07_24_17_55_30,zoom.us,0.33,0.0,0.27,0.07,0.2,0.13
477,2022_07_24_17_55_30,Code,0.42,0.0,0.25,0.0,0.17,0.17
478,2022_07_24_17_55_32,Stocks,0.42,0.0,0.16,0.0,0.26,0.16
479,2022_07_24_17_55_32,Stocks,0.42,0.0,0.25,0.0,0.25,0.08
480,2022_07_24_17_55_32,Stocks,0.35,0.0,0.28,0.0,0.18,0.18
481,2022_07_24_17_55_33,Stocks,0.31,0.0,0.31,0.08,0.23,0.08
482,2022_07_24_17_55_33,Stocks,0.25,0.0,0.38,0.0,0.38,0.0
483,2022_07_24_17_55_33,Stocks,0.2,0.0,0.4,0.0,0.2,0.2
484,2022_07_24_17_55_34,Stocks,0.25,0.0,0.5,0.0,0.25,0.0
485,2022_07_24_17_55_34,Stocks,0.12,0.0,0.62,0.0,0.25,0.0
486,2022_07_24_17_55_34,Stocks,0.12,0.0,0.62,0.0,0.25,0.0
487,2022_07_24_17_55_35,Stocks,0.08,0.0,0.5,0.0,0.25,0.17
488,2022_07_24_17_55_35,Stocks,0.25,0.0,0.38,0.0,0.25,0.12
489,2022_07_24_17_55_35,Stocks,0.25,0.0,0.5,0.0,0.25,0.0
490,2022_07_24_17_55_36,Stocks,0.18,0.0,0.45,0.0,0.27,0.09
491,2022_07_24_17_55_36,Stocks,0.2,0.0,0.4,0.0,0.4,0.0
492,2022_07_24_17_55_36,Stocks,0.15,0.0,0.54,0.0,0.23,0.08
493,2022_07_24_17_55_37,Stocks,0.08,0.0,0.54,0.0,0.31,0.08
494,2022_07_24_17_55_37,Stocks,0.07,0.0,0.6,0.0,0.2,0.13
495,2022_07_24_17_55_37,Stocks,0.13,0.0,0.52,0.0,0.16,0.19
496,2022_07_24_17_55_38,Stocks,0.12,0.0,0.51,0.02,0.1,0.24
497,2022_07_24_17_55_39,Stocks,0.23,0.0,0.14,0.19,0.43,0.01
498,2022_07_24_17_55_39,Stocks,0.1,0.0,0.16,0.35,0.4,0.0
499,2022_07_24_17_55_39,Stocks,0.13,0.0,0.18,0.22,0.46,0.0
500,2022_07_24_17_55_40,Stocks,0.12,0.0,0.24,0.04,0.15,0.45
501,2022_07_24_17_55_40,Stocks,0.16,0.0,0.18,0.18,0.48,0.0
502,2022_07_24_17_55_41,Stocks,0.19,0.0,0.27,0.09,0.46,0.0
503,2022_07_24_17_55_42,Stocks,0.11,0.0,0.18,0.23,0.48,0.0
504,2022_07_24_17_55_42,Stocks,0.34,0.0,0.43,0.01,0.2,0.02
505,2022_07_24_17_55_42,Stocks,0.24,0.01,0.13,0.49,0.1,0.02
506,2022_07_24_17_55_43,Stocks,0.13,0.0,0.1,0.62,0.14,0.02
507,2022_07_24_17_55_44,Stocks,0.2,0.0,0.26,0.02,0.52,0.0
508,2022_07_24_17_55_44,Stocks,0.07,0.0,0.08,0.56,0.25,0.03
509,2022_07_24_17_55_44,Stocks,0.05,0.0,0.05,0.55,0.32,0.03
510,2022_07_24_17_55_45,Stocks,0.15,0.0,0.11,0.21,0.36,0.17
511,2022_07_24_17_55_45,Stocks,0.28,0.0,0.31,0.04,0.33,0.05
512,2022_07_24_17_55_46,Stocks,0.12,0.0,0.17,0.02,0.66,0.03
513,2022_07_24_17_55_46,Stocks,0.14,0.0,0.24,0.19,0.38,0.05
514,2022_07_24_17_55_46,Stocks,0.09,0.0,0.13,0.04,0.7,0.04
515,2022_07_24_17_55_47,Stocks,0.1,0.01,0.14,0.06,0.62,0.06
516,2022_07_24_17_55_47,Stocks,0.14,0.01,0.26,0.02,0.49,0.08
517,2022_07_24_17_55_47,Stocks,0.04,0.01,0.11,0.01,0.82,0.01
518,2022_07_24_17_55_48,Stocks,0.3,0.05,0.23,0.02,0.34,0.05
519,2022_07_24_17_55_48,Stocks,0.24,0.01,0.25,0.08,0.12,0.28
520,2022_07_24_17_55_49,Electron,0.2,0.11,0.2,0.15,0.11,0.24
521,2022_07_24_17_55_49,Electron,0.17,0.02,0.26,0.1,0.1,0.35
522,2022_07_24_17_55_49,Electron,0.24,0.0,0.42,0.01,0.06,0.28
523,2022_07_24_17_55_50,Electron,0.41,0.0,0.27,0.0,0.14,0.18
524,2022_07_24_17_55_50,zoom.us,0.28,0.0,0.28,0.01,0.1,0.31
525,2022_07_24_17_55_51,zoom.us,0.14,0.0,0.51,0.0,0.07,0.28
526,2022_07_24_17_55_51,zoom.us,0.18,0.0,0.36,0.04,0.21,0.21
527,2022_07_24_17_55_51,zoom.us,0.24,0.0,0.2,0.04,0.44,0.08
528,2022_07_24_17_55_52,zoom.us,0.24,0.0,0.18,0.0,0.53,0.05
529,2022_07_24_17_55_52,zoom.us,0.2,0.0,0.27,0.0,0.4,0.13
530,2022_07_24_17_55_52,zoom.us,0.23,0.0,0.5,0.09,0.14,0.05
531,2022_07_24_17_55_53,zoom.us,0.12,0.0,0.08,0.42,0.38,0.0
532,2022_07_24_17_55_54,zoom.us,0.06,0.0,0.01,0.86,0.07,0.0
533,2022_07_24_17_55_54,zoom.us,0.14,0.0,0.09,0.41,0.36,0.0
534,2022_07_24_17_55_58,zoom.us,0.11,0.0,0.13,0.22,0.54,0.01
535,2022_07_24_17_55_59,zoom.us,0.03,0.0,0.02,0.89,0.05,0.01
536,2022_07_24_17_56_00,zoom.us,0.22,0.0,0.17,0.28,0.33,0.0
537,2022_07_24_17_56_02,zoom.us,0.18,0.0,0.16,0.12,0.54,0.0
538,2022_07_24_17_56_03,zoom.us,0.11,0.0,0.01,0.74,0.13,0.01
539,2022_07_24_17_56_04,zoom.us,0.14,0.11,0.06,0.41,0.28,0.0
540,2022_07_24_17_56_04,zoom.us,0.05,0.0,0.01,0.88,0.04,0.02
541,2022_07_24_17_56_04,zoom.us,0.28,0.02,0.06,0.43,0.19,0.02
542,2022_07_24_17_56_05,zoom.us,0.43,0.01,0.05,0.26,0.23,0.01
543,2022_07_24_17_56_05,zoom.us,0.21,0.0,0.02,0.66,0.1,0.01
544,2022_07_24_17_56_05,zoom.us,0.21,0.0,0.02,0.6,0.16,0.01
545,2022_07_24_17_56_06,zoom.us,0.1,0.0,0.02,0.78,0.09,0.01
546,2022_07_24_17_56_06,zoom.us,0.13,0.0,0.03,0.7,0.13,0.01
547,2022_07_24_17_56_06,zoom.us,0.16,0.0,0.02,0.71,0.08,0.02
548,2022_07_24_17_56_07,zoom.us,0.21,0.0,0.02,0.67,0.08,0.01
549,2022_07_24_17_56_07,zoom.us,0.43,0.02,0.02,0.38,0.13,0.01
550,2022_07_24_17_56_07,zoom.us,0.42,0.01,0.03,0.34,0.2,0.0
551,2022_07_24_17_56_08,zoom.us,0.3,0.06,0.02,0.26,0.35,0.01
552,2022_07_24_17_56_08,zoom.us,0.33,0.14,0.12,0.04,0.36,0.0
553,2022_07_24_17_56_08,zoom.us,0.21,0.15,0.14,0.24,0.26,0.0
554,2022_07_24_17_56_08,zoom.us,0.06,0.0,0.02,0.83,0.09,0.0
555,2022_07_24_17_56_09,zoom.us,0.27,0.0,0.05,0.42,0.24,0.02
556,2022_07_24_17_56_09,zoom.us,0.28,0.0,0.08,0.32,0.28,0.01
557,2022_07_24_17_56_10,zoom.us,0.17,0.01,0.03,0.67,0.1,0.02
558,2022_07_24_17_56_10,zoom.us,0.12,0.01,0.02,0.7,0.14,0.01
559,2022_07_24_17_56_10,zoom.us,0.27,0.02,0.04,0.45,0.2,0.01
560,2022_07_24_17_56_10,zoom.us,0.44,0.09,0.04,0.12,0.3,0.0
561,2022_07_24_17_57_42,Code,0.4,0.03,0.11,0.12,0.34,0.0
562,2022_07_24_17_57_42,Code,0.35,0.0,0.19,0.02,0.35,0.09
563,2022_07_24_17_57_42,Code,0.42,0.01,0.2,0.03,0.26,0.07
564,2022_07_24_17_57_43,Code,0.4,0.01,0.18,0.03,0.16,0.22
565,2022_07_24_17_57_43,Code,0.33,0.02,0.16,0.09,0.18,0.22
566,2022_07_24_17_57_43,Code,0.36,0.02,0.13,0.15,0.17,0.17
567,2022_07_24_17_57_44,Code,0.24,0.02,0.26,0.02,0.43,0.03
568,2022_07_24_17_57_44,Finder,0.45,0.02,0.16,0.05,0.2,0.12
569,2022_07_24_17_57_44,Finder,0.35,0.01,0.16,0.15,0.1,0.23
570,2022_07_24_17_57_45,Finder,0.32,0.02,0.06,0.32,0.05,0.23
571,2022_07_24_17_57_45,Finder,0.37,0.0,0.07,0.11,0.02,0.42
572,2022_07_24_17_57_45,Finder,0.41,0.0,0.1,0.07,0.03,0.39
573,2022_07_24_17_57_46,Stocks,0.59,0.04,0.11,0.04,0.07,0.15
574,2022_07_24_17_57_46,Stocks,0.42,0.03,0.08,0.14,0.06,0.28
575,2022_07_24_17_57_46,Terminal,0.27,0.03,0.14,0.2,0.1,0.25
576,2022_07_24_17_57_47,Terminal,0.35,0.01,0.16,0.07,0.19,0.23
577,2022_07_24_17_57_47,Terminal,0.4,0.02,0.07,0.02,0.45,0.05
578,2022_07_24_17_57_47,Terminal,0.35,0.0,0.12,0.04,0.45,0.04
579,2022_07_24_17_57_48,Terminal,0.53,0.03,0.09,0.03,0.28,0.03
580,2022_07_24_17_57_48,Electron,0.33,0.0,0.07,0.0,0.59,0.0
581,2022_07_24_17_57_49,Electron,0.34,0.0,0.2,0.0,0.43,0.03
582,2022_07_24_17_57_51,Electron,0.43,0.0,0.1,0.05,0.38,0.05
583,2022_07_24_17_57_52,Electron,0.54,0.0,0.08,0.08,0.23,0.08
584,2022_07_24_17_57_52,Electron,0.43,0.0,0.17,0.0,0.33,0.07
585,2022_07_24_17_57_52,Electron,0.47,0.0,0.12,0.0,0.38,0.03
586,2022_07_24_17_57_53,Electron,0.65,0.0,0.08,0.0,0.24,0.02
587,2022_07_24_17_57_53,Electron,0.62,0.0,0.12,0.0,0.19,0.07
588,2022_07_24_17_57_53,Electron,0.52,0.02,0.12,0.0,0.28,0.05
589,2022_07_24_17_57_54,Electron,0.62,0.02,0.08,0.0,0.25,0.04
